Timestamp (ms),Date & Time,Machine Id,Alert ID,Value,Alert Name,Flag
1733137749829,2024-12-02 16:39:09.829561,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 0.59,Healthy current,yellow
1733137832115,2024-12-02 16:40:32.115747,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 0.58,Healthy current,yellow
1733201966392,2024-12-03 10:29:26.392362,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 405.9,Normal Voltage,blue
1733202431237,2024-12-03 10:37:11.237624,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 406.62,Normal Voltage,blue
1733202486163,2024-12-03 10:38:06.163877,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 407.44,Normal Voltage,blue
1733202486165,2024-12-03 10:38:06.165617,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 1.24,Healthy current,yellow
1733202568540,2024-12-03 10:39:28.540284,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 406.82,Normal Voltage,blue
1733202568542,2024-12-03 10:39:28.542247,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.18,Increase Power cunsuption at night,yellow
1733203330081,2024-12-03 10:52:10.081701,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 405.52,Normal Voltage,blue
1733203330084,2024-12-03 10:52:10.084685,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.75,Increase Power cunsuption at night,yellow
1733203439963,2024-12-03 10:53:59.963923,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 404.72,Normal Voltage,blue
1733204405371,2024-12-03 11:10:05.371819,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 405.24,Normal Voltage,blue
1733204542703,2024-12-03 11:12:22.703707,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.39,Increase Power cunsuption at night,yellow
1733204665945,2024-12-03 11:14:25.945874,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 404.78,Normal Voltage,blue
1733204665947,2024-12-03 11:14:25.947670,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.47,Increase Power cunsuption at night,yellow
1733204707347,2024-12-03 11:15:07.347101,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 404.89,Normal Voltage,blue
1733204707348,2024-12-03 11:15:07.348833,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.42,Increase Power cunsuption at night,yellow
1733204872133,2024-12-03 11:17:52.133377,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 406.42,Normal Voltage,blue
1733204872135,2024-12-03 11:17:52.135471,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.41,Increase Power cunsuption at night,yellow
1733204967035,2024-12-03 11:19:27.035775,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 406.41,Normal Voltage,blue
1733204967039,2024-12-03 11:19:27.039820,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.44,Increase Power cunsuption at night,yellow
1733205214192,2024-12-03 11:23:34.192725,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 406.16,Normal Voltage,blue
1733205214194,2024-12-03 11:23:34.194892,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.37,Increase Power cunsuption at night,yellow
1733205574719,2024-12-03 11:29:34.719634,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 406.33,Normal Voltage,blue
1733205574722,2024-12-03 11:29:34.722171,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.85,Increase Power cunsuption at night,yellow
1733205876853,2024-12-03 11:34:36.853414,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 2.03,Healthy current,yellow
1733205937659,2024-12-03 11:35:37.659378,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 408.9,Normal Voltage,blue
1733205937662,2024-12-03 11:35:37.662310,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.88,Increase Power cunsuption at night,yellow
1733209494683,2024-12-03 12:34:54.683978,66e03c39431bd909598197d55,b8eb872a-38d0-4ff2-98bf-2b957e61a008,current: 1.69,Increase Power cunsuption at night,yellow
